customer_id,full_name,dob,nationality,id_type,id_number,type
C608083,Bosphorus Trading G.m.b.H.,,RU,,,entity
C669091,Elizaveta Vladimirovna Zaitseva,,UA,,,individual
C594603,Theodore M. Mac Donald,1982,US,,,individual
C539239,Karem Abas,1951-02-26,JO,,,individual
C845915,Golnaz Zamani,1978-03-19,IR,,,individual
C238766,Feng Agro Limited Liability Company,,IR,,,entity
C141082,Sun Pharma,,DE,,,entity
C770185,Rezai Amer,1992-10,IR,,,individual
C956358,Tolya,,IQ,,,individual
C601724,Dariouche Baghiri,1955,AF,,,individual
C230893,Majede Salmene,1972-02-13,SY,,,individual
C852141,Fatema Darouish,1991-11-05,SA,,,individual
C488833,Huang Chemicals Ltd.,,LB,,,entity
C435152,Dmitry Kiselev,1987-01-16,KZ,passport,KZ15916471,individual
C636072,Kathy J. O Brien,2000-12,DE,,,individual
C644698,Grand Voyager Alpha,,LR,imo,IMO9914296,vessel
C716201,Barbara Hernandez,1974,BR,,,individual
C951485,Ehsen Akbari,1992-04-26,IR,,,individual
C681872,MESOPOTAMIA ENGINEERING Company,,FR,,,entity
C184394,"Fedoroff, Maxim Nikolaevitch",1969-05-01,UA,,,individual
C160533,MV Grand Voyager II,,IR,,,vessel
C652743,Paco Novak,,BR,,,individual
C403627,"Morady, Siavash",1956-07-10,YE,,,individual
C499548,Hormuz Pride III,,CM,,,vessel
C165676,Barbara García,1970-10-28,US,,,individual
C435100,"Kozlov, Konstantin",1952-05-14,BR,,,individual
C306354,Gaved Sadighi,1971,AF,,,individual
C261848,Zaynab Hamden,1983-02-12,IQ,,,individual
C277356,Tom Fischer,1966-05-06,US,,,individual
C121007,Khalleed Al-Shamsi,1994-09-28,EG,,,individual
C604515,Talaal Mansour,,YE,passport,YE85260142,individual
C243792,Marya Makarova,1989-06-07,BY,,,individual
C261162,Ramin Kermani,1991-01-11,AF,,,individual
C593107,"AtTikreti, Adnan",1961-11-19,YE,,,individual
C603865,Karem AsSabaa,1972-12-22,SY,,,individual
C196924,"Mahmoudi, Amer",1960-11-21,AF,,,individual
C639216,"Silva, Peter J. Da",1959-03-19,US,,,individual
C871320,Karakum Steel Company,,RU,,,entity
C163828,Mahmoud ibn Nabel Sallih,1980-01-03,SA,,,individual
C464369,Mariam Nasralah,1958,JO,,,individual
C292944,"Mahmoudi, Dariushe",1951-01-20,AF,,,individual
C343722,Darya Smirnova,,KZ,,,individual
C263256,Hamzahe Nasrallah,1959-06-02,JO,,,individual
C485989,XU TEXTILES Inc,,EG,,,entity
C478779,"Nikolaev, Viktor",1980-01-26,RU,,,individual
C491484,"Mahdi, Laylah ibn Tareq",1992,AE,,,individual
C140761,Kamren Sadighi,1961-03-16,AF,,,individual
C989959,"Tchaikovsky, Igor",,KZ,,,individual
C140730,Majed Yazdani,1966-02-22,IR,,,individual
C948293,Marina Nikolaeva,1972-03-09,UA,,,individual
C185821,Matt J. Hernández,1960-03-21,CA,,,individual
C181007,"Faris, Nizar",1986-10-01,LB,,,individual
C272367,Leila Ghassimmi,1962-09-22,IR,,,individual
C715159,Margaret Kowalski,,DE,,,individual
C834084,Al-Bahr Agro Co,,UA,,,entity
C680916,Nataliya Sokolova,2000-08-20,UA,,,individual
C602835,"Kowalenko, Roman",1993-08-09,BY,,,individual
C910295,"Rostammi, Parvez",1975-04-05,IR,,,individual
C940998,Abd Al Karem b. Yassir Hamden,,JO,,,individual
C500007,Alexander M. Bianci,1981-11-11,US,,,individual
C484681,Meier Tom M.,1991-04-24,MX,,,individual
C281468,Gaved Moradi,1960-03-26,IR,,,individual
C204498,"Shaheen, Anwar",,SY,,,individual
C246089,Vessel Sun Dancer,,KM,imo,IMO9760458,vessel
C915327,MV Atlantic Hope One,,MH,,,vessel
C713327,Olga Yakovleva,1964,BY,,,individual
C223066,Konstantin Stepanoff,1962-04-13,BY,,,individual
C300584,Tiger Lily III Express,,CM,,,vessel
C781962,Andrey Alexeevich Zhukov,1996-09-15,KZ,,,individual
C807240,Walentina Mikhailowna Lebedewa,1958-10-15,RU,,,individual
C692367,"Chaikovsky, Ruslan",1999-07-20,KZ,,,individual
C477001,"Aral Maritime, Company",,AU,,,entity
C525273,"Novak, Dorothy J.",1966-10,MX,,,individual
C469827,Rashed Nasir,1974-07-04,LB,,,individual
C142723,Anwaar Salmen,,SA,passport,SA33090443,individual
C250493,Hernández Joseph M.,,GB,,,individual
C951937,Stanislaw Petrow,,KZ,,,individual
C735838,Eastern Star Metals Limited Liability Company,,UA,,,entity
C850460,Yazdani Reza,1953-06,AF,,,individual
C568511,Kanaan Amenah,1971-06-24,EG,,,individual
C815138,Blue Whale Queen,,MH,,,vessel
C507023,Yuriy Alexandrovich Zhukov,1990-10-01,UA,,,individual
C756541,Matthew O'Brien,1958-06-10,GB,,,individual
C881336,Nordic Star Star Spirit,,KM,,,vessel
C976865,Yury Kovalenko,1953-06-15,KZ,,,individual
C725809,"Tabrezi, Golnaz",1996,AF,,,individual
C540166,Liam J. De la Cruz,1979-04-12,MX,,,individual
C856137,Mahsah Baghiri,1975,IR,,,individual
C630180,Matthew Olsen,1986-01-08,FR,,,individual
C161431,Peter A. Smith Jones,,AU,,,individual
C591466,Marya Zakharova,1971-11-13,RU,,,individual
C148326,Blue Horizon Freight,,BY,,,entity
C185549,Anwar Kanan,1997-08-06,EG,,,individual
C571134,Anthony A. Fisher,1999-12-16,GB,,,individual
C812181,Douri Sammi Al,1994-11-09,BR,,,individual
C244035,Mahmoude el-Douri,,SY,,,individual
C776647,Storm Petrel Star,,KM,,,vessel
C684147,"Qasim, Layla",,LB,,,individual
C266178,Harry A. Fernandez,,CA,,,individual
C568579,Aly Nasrala,1978-11,IQ,,,individual
C651177,Theo A. Hernandez,1960-03-22,FR,,,individual
C133877,Zhanna Lebedeva,1999-06,UA,,,individual
C356077,Hachimmi Babake,1962-10,AF,,,individual
C270060,Arashe Moradi,1991-12-25,IR,,,individual
C516258,Daniel Hernández,,AU,,,individual
C764932,Roman Belousow,1964-10-03,KZ,,,individual
C937997,Sammi ben Yussof Haded,1974-04-05,JO,,,individual
C739426,"Harbor Point Petroleum, Co.",,IR,,,entity
C497442,Zenith Trading Free Zone Establishment,,UA,,,entity
C193413,Djamal ben Moustafa Abbase,,JO,,,individual
C601672,Akbari Kamren,1955-04-03,AF,,,individual
C592158,Vyatcheslaff Orloff,1999-10-17,BY,,,individual
C604755,Viktoriya Kiseleva,1974-09-09,UA,,,individual
C787733,Fatemmah Tahah,1968-04-05,SY,,,individual
C514300,Cui Trading Corporation,,BY,,,entity
C578908,Tatiana Ivanovna Belousova,1960-07-17,RU,,,individual
C900182,Michael Olson,1996-06-17,DE,passport,DE83011260,individual
C187656,Jiang Investments G.m.b.H.,,LB,,,entity
C149879,Nasreen Farahani,1950-07,IR,,,individual
C881764,Henry Johanson,1951-12-10,MX,,,individual
C333698,Nicholas Lefevre,1977-12-06,DE,,,individual
C912100,Yekaterina Grishina,1991-04-08,BY,,,individual
C737480,Viktor Zhukov,1997-02-01,RU,,,individual
C164407,Danny Kowalski,1960-10-21,AU,,,individual
C150388,Theo Garcia,,MX,,,individual
C749055,Marina Zakharova,1984-08-10,BY,,,individual
C464021,Lu Engineering Joint Stock Company,,EG,,,entity
C889685,Sun Dancer,,RU,imo,IMO9629914,vessel
C840198,Rameene Nazari,1972-02-25,IR,,,individual
C550013,Vyacheslav Vladimirovich Petrov,1959-04-26,RU,,,individual
C274143,Benny Hernández,1955-04-21,MX,,,individual
C683732,Baschar Abas,,AE,,,individual
C300314,Kasim Mustafah,1979-10-02,EG,,,individual
C546272,An-Nagar Khadegah,,EG,,,individual
C993831,"Kuznetsov, Yury",1958,UA,,,individual
C929232,Deng Construction G.m.b.H.,,GB,,,entity
C979785,Vova,,AU,,,individual
C318774,Nasren Kermany,1954-01-01,AF,,,individual
C498676,"AlRashed, Yusof",1953-07-02,SY,,,individual
C263151,Freddie A. Ferreyra,1999-12-16,MX,,,individual
C509882,Galina Lebedeva,1965-12-08,KZ,,,individual
C214196,Chuck A. Garcia,1992-05-10,GB,,,individual
C730899,Rania Barakat,1974-08-07,YE,,,individual
C500279,Nabeel b. Yusoof Darwesh,1999-04-15,AE,,,individual
C496943,Shahram Ahmadi,1988-02-07,AF,,,individual
C325329,Paco Ferreyra,1959-01-11,GB,,,individual
C136876,Hossein Mahmoudi,1979-02-09,IR,,,individual
C120352,Francisco A. Olsen,1996-01-21,CA,,,individual
C909378,Evgeny Petrov,1974,UA,,,individual
C237748,Vladimir Alexeevich Tkatchenko,1981-12-16,BY,,,individual
C987393,Yelena Chaikovskaya,1998-12-10,KZ,,,individual
C267891,Dalal bin Sami Sulten,,SA,,,individual
C612952,Darya Vladimirovna Zhukova,1966-04,KZ,,,individual
C450632,Yekaterina Makarova,1991-07-08,UA,,,individual
C147843,Zhanna Pavlova,2000-01-10,BY,,,individual
C194725,"Kowalsky, Peggy",1995-02-27,MX,,,individual
C420285,Ghasimi Omed,1993-11-12,AF,,,individual
C316000,Dariusch Tabrezi,,IR,,,individual
C823094,Ad-Dschabouri Abdel Azez,1986,YE,,,individual
C886067,Viktorya Pavloffa,,KZ,,,individual
C316208,Yury Chernov,,BY,passport,BY35143828,individual
C320940,Pamir Construction Co.,,EG,,,entity
C555681,Rezahe Hosaini,1950-08-24,IR,,,individual
C765574,Khaleed Khoury,1979-06-20,IQ,,,individual
C776418,"Kasem, Ali bin Zied",2000-03-10,AE,,,individual
C216161,"Kaseem, Muhammad ibn Abdolla",1991,SA,,,individual
C656939,Farhade Ebraheemmi,1967-09-19,IR,,,individual
C259833,Nordic Star II,,IR,imo,IMO9407317,vessel
C890098,Gennady Iwanow,1950-01-03,KZ,,,individual
C552544,Saleem Tahaah,1993,YE,,,individual
C756260,Samuel Fernandes,,US,,,individual
C573620,Nizar Mansour,1951-09-09,SA,,,individual
C256375,Bidschen Zammani,1993-09-24,AF,,,individual
C869120,Maryam Farahani,,IR,,,individual
C664657,Hanane AtTikreti,1952-01-22,SY,,,individual
C793097,Kathy A. Hernandez,1994-07-01,DE,,,individual
C955172,Sherazi Farhed,1956-01-26,IR,,,individual
C144276,Vasily Chernov,1985-06-15,KZ,,,individual
C817414,Hudah b. Sammi Nasralah,1968-10-24,AE,,,individual
C784636,Aishah Hakem,,IQ,,,individual
C811079,Maxim Yegorov,1964-01,UA,,,individual
C416491,Massoud Moradi,1976-02-03,AF,,,individual
C779067,Bidjane Yazdani,2000-06-11,AF,,,individual
C535258,Hamzah Faris,1957-07,SA,,,individual
C852669,Bosphorus Energy,,BY,,,entity
C196395,Samer Zahrani,1989-02-20,YE,,,individual
C104430,"Grishin, Timur",1975-06-27,KZ,,,individual
C549427,Nour Kanaen,1980-07-02,EG,,,individual
C307720,Andrew Dubois,1977-05-27,DE,,,individual
C946689,Boris Mikhailovich Semionov,1969,GB,,,individual
C322658,Henry Andersson,1980-01-24,GB,,,individual
C617549,Baghiri Bidjan,1998-08-08,AF,,,individual
C836452,Kamren Sadighi,,AF,,,individual
C546636,Meridian Agro Co,,BY,,,entity
C956396,Djavede Esfahani,1993,AF,,,individual
C516548,Viktorya Vladimirovna Shishkina,1950-02-19,BY,,,individual
C450196,Samy Shahen,1994-12-13,IQ,,,individual
C439587,Euphrates Group,,BY,registration,REG-329642,entity
C507109,Dariuch Mohamadi,1989-01-27,IR,,,individual
C186085,Freddie A. Kowalsky,1963-10-11,US,,,individual
C356786,Tatiana Nowikowa,1984-12-17,KZ,,,individual
C530771,Yussof Al Hasheemmi,1962-07-05,AE,,,individual
C880390,Hanen Hamden,1996-01-22,EG,,,individual
C837732,Tsvetkov Boris Ivanovich,1957-07-19,BY,,,individual
C414535,"Fischer, Pepe M.",1988-08-08,MX,,,individual
C284486,Fayssal Hakeem,1970-08-05,SA,,,individual
C529420,Margaret Nguyen,,CA,,,individual
C142326,Anouare ad-Djabouri,,JO,,,individual
C124497,Karem Yasen,,SA,,,individual
C450882,The Emerald Bay Steel Public Joint Stock Company,,IQ,,,entity
C324474,Svetlana Petrova,1976-12-07,UA,,,individual
C313975,Mehdi Rahemi,1976,IR,,,individual
C546328,Tabriz Holdings,,CA,,,entity
C222344,Mehdi Ebraheemi,1990-07-19,IR,,,individual
C726170,Mortizah Jafary,1964-11-17,IR,,,individual
C440640,Eddie M. Da Silva,1951,GB,,,individual
C287496,Hisham az-Zahrani,1975-05-03,AE,,,individual
C757556,Unnamed hull,,KM,imo,IMO9772680,vessel
C205141,The Karakum Maritime Corp.,,LB,,,entity
C896208,"Andreev, Fedor",,BY,,,individual
C777033,Nicholas Olson,1997-01-11,MX,,,individual
C688940,Salmah b. Nizar Abas,,SY,passport,SY39668992,individual
C132965,Laylah Tahah,1977-11-20,LB,,,individual
C263605,M. Mahmoudi,1962-12-07,IR,passport,IR86335313,individual
C772972,Schahram Hashimmi,1986-03-20,IR,,,individual
C920510,Meridian Chemicals Corp,,MX,,,entity
C997938,Irina Stepanova,1996,RU,,,individual
C332846,Raniah Awaad,1979-05-27,IQ,,,individual
C934479,Steven Smith-Jones,1999-03-20,GB,,,individual
C936037,Nadezhda Mikhailovna Volkova,1997-01-12,RU,,,individual
C197977,Zahrah Sadighi,1954,AF,,,individual
C678308,Ghasemi Saaide,,IR,,,individual
C100040,Anatoly Kiselev,1994-04,KZ,,,individual
C296470,Omar El Ameen,1986-02-11,LB,,,individual
C215767,Marina Belousova,1955-05-14,UA,,,individual
C624106,Fred A. Weiss,1989-10-14,CA,,,individual
C224712,Northern Lights Import & Export G.m.b.H.,,AU,,,entity
C229484,"Nile Valley Freight, G.m.b.H.",,KZ,,,entity
C810278,Alexeiy Mikhailowich Kowalenko,1965-06-03,RU,,,individual
C691763,"Qassem, Mahmoud",1992-05-03,MX,,,individual
C257967,Jose M. Andersen,1967,CA,,,individual
C820252,Hamza Azez,1950-05-01,IQ,,,individual
C863926,Alexander A. Kowalsky,,MX,,,individual
C896134,Bashar Sallih,1986-02-17,JO,,,individual
C610173,Olga Kovalenko,1962-05-26,KZ,,,individual
C454118,Zahrah Tabrezi,1952-02-09,AF,,,individual
C935366,Rasheed b. Khaled AsShamsi,1971-11-17,JO,,,individual
C528498,Weis Fred J.,1981-01-09,AU,,,individual
C608175,Zahrah Moussavi,1976-04-22,IR,,,individual
C830427,"Chernova, Irina",1982-01-12,BY,,,individual
C271934,Ibrahem Sallih,,LB,,,individual
C969651,Yekaterina Yakovleva,1974-05-20,RU,,,individual
C289225,Michael Johansen,1985-09-26,GB,,,individual
C746884,Timour Lebedeff,1965-01-06,RU,,,individual
C833790,Yenisei Pharma,,YE,,,entity
C153649,Yang Metals,,DE,,,entity
C670891,Ameere Rahemmi,1985-03-08,AF,,,individual
C494933,Black Tide II,,LR,imo,IMO9803988,vessel
C801374,Mikhail Popov,,UA,passport,UA36394978,individual
C765930,Katherine M. Muller,1978,BR,,,individual
C782122,"Ghanim, Adnen",1982-06-13,SA,,,individual
C381158,Nasreen Hashemmi,1959-05-13,AF,,,individual
C964793,Suzy OBrien,1959-11-08,GB,,,individual
C360637,Parvez Mohamadi,1953-04,AF,,,individual
C936019,Tabriz Maritime Inc.,,CA,,,entity
C318636,Zahra Mahmoudi,1987-05-20,IR,,,individual
C929485,Marina Chernova,1987-07-17,UA,,,individual
C513786,Tallalle Az-Zahrani,1977-10,SY,,,individual
C277784,"Zenith Agro, Corporation",,AE,,,entity
C980044,Mariya Fedorova,1968-08-07,UA,,,individual
C594556,Maryam Yazdani,1980-11-03,AF,,,individual
C542819,The Cao Steel Corp,,IR,,,entity
C448303,Jammal Khoury,1971,AE,,,individual
C728303,Zhu Engineering Co.,,BR,,,entity
C206232,Night Hawk Trader,,KM,,,vessel
C196577,Hosein Nazari,1979-01-20,IR,,,individual
C989677,Tommy Fischer,,DE,,,individual
C296597,Yuriy Chaikovsky,1980-07-17,EG,,,individual
C455622,Farhade Esfahani,1965-07-04,AF,,,individual
C298710,"Fischer, Matt J.",1975-05-19,US,,,individual
C160749,Darya Chaikovskaya,,UA,passport,UA23950815,individual
C614201,Ghasimi Masoud,,IR,,,individual
C216902,El-Shamsi Mahmoud ibn Rasheed,1979-12-28,YE,,,individual
C581997,Billal ben Zied az-Zahrani,,JO,,,individual
C913331,Mohsine Zamani,1965-07-07,IR,,,individual
C925108,Edward Novak,1988-02-03,MX,,,individual
C552221,Paresa Hashimi,1994,IR,passport,IR35414260,individual
C906707,Mahdi Nizar,1998-06-13,AE,passport,AE15520155,individual
C799634,Kowalski Victoria,1954-01-03,CA,,,individual
C143797,Nadezhda Ivanovna Chaikovskaya,1955-10-19,BY,,,individual
C110175,Hammeed Farahani,1970-06-05,AF,,,individual
C230439,"Weiß, James",1977,UA,,,individual
C969113,Elizabeth M.,,KZ,passport,DE98890936,individual
C995264,Khalleed Hamdan,1952-03-13,YE,,,individual
C361129,مصطفى الدوري,1964-12-18,LB,,,individual
C595533,Bosphorus Pharma,,BY,,,entity
C744420,Zhu Electronics,,SY,,,entity
C262567,"Smirnow, Wladimir",1977-04-01,RU,,,individual
C844696,Zaynab Sallih,1960-05-10,BR,,,individual
C495309,Shahram Rahemi,1960-12-22,IR,,,individual
C521222,Marwaan ibn Omaar As-Sabaah,1997,JO,,,individual
C555127,Anwar Khoury,1978-08-19,LB,,,individual
C667101,Janna Vladimirovna Iakovleva,1987-12-08,RU,,,individual
C130165,Andrew M. Nguyễn,1980-11-17,US,,,individual
C473893,Igor Alekseevitch Tchernoff,,FR,,,individual
C807349,Anatoly Nikolaevich Nikolaev,1991,RU,,,individual
C709629,Ehsaan Ghasimi,1991-04-12,IR,,,individual
C871811,Jammal Atar,1970-02-04,SY,,,individual
C530842,Salihi Niloufar,1994-12-19,AF,,,individual
C273529,Evgeny Belousov,2000-12-15,BY,,,individual
C609189,Aishah Hamden,1992-03-21,LB,,,individual
C352733,Jennifer J. Larson,1968-12-09,AU,,,individual
C909935,Madsched Zaydi,1992-01-27,AE,,,individual
C942868,Kit J. Hernández,1958-08-24,AU,,,individual
C312265,Fatimmih Baghiri,1973-08,IR,,,individual
C504312,Storm Petrel,,KM,,,vessel
C827359,Nilloufar Rezaai,1957-11,IQ,,,individual
C405796,Darya Lebedeva,1985-12-03,UA,,,individual
C252701,Parvez Zamani,1975-11,AF,,,individual
C487251,Mehdi Tabrezi,1955-05-27,AF,,,individual
C109865,Saaide Kermani,,US,,,individual
C799118,Omed Sheerazi,1970-10-23,CA,,,individual
C666238,Kareemmi Fatimmih,1978-01-06,AF,,,individual
C241314,Pepe M. MacDonald,1970-01-01,BY,,,individual
C842224,"Schcherbakova, Tatiana Mikhailowna",1986-11-06,RU,,,individual
C479181,"Weiss, Xander",,FR,passport,FR77650821,individual
C715496,"Smirnoff, Mikhail",,UA,,,individual
C454178,"Kermany, Kamren",1955-11-25,IR,,,individual
C141858,Fatemah Darweshe,1991-11-05,SA,passport,SA91051449,individual
C916896,Mehdy Mohamadi,1987-09-14,AF,,,individual
C669730,MT Pacific Glory II,,IR,,,vessel
C985921,Nilloufar Yazdani,1975,AF,,,individual
C995083,Chris A. Kowalski,1998-01-16,US,,,individual
C441340,Joe Johansson,,DE,,,individual
C467065,Crimson Dawn Alpha,,RU,imo,IMO9997436,vessel
C463054,Joey A. Olsen,,GB,,,individual
C761845,Mayer Matt A.,,SA,,,individual
C184188,Hamza El Gabouri,1987-07-18,BY,,,individual
C243940,Theodore Andersson,,DE,,,individual
C133129,Tigris Holdings Co,,YE,registration,REG-811448,entity
C188898,Anatoly Tsvetkov,1992,BY,,,individual
C375234,Unnamed hull,,PA,imo,IMO9281969,vessel
C627084,Roman Makarov,1991,RU,,,individual
C447728,Mortizah Rahmani,,AF,passport,AF81951565,individual
C479101,Weiss Sasha J.,1960-02-22,FR,,,individual
C928477,Alie ibn Hamed Sulten,1967-09-17,YE,,,individual
C721855,Fan Agro G.m.b.H.,,YE,,,entity
C517182,Yang Industries Limited Liability Company,,FR,,,entity
C812138,AlSaba Fahd ibn Ahmaad,1992-10-09,AE,,,individual
C637686,Hamdaan Nabel,1972,SA,,,individual
C283760,Said Rahmany,1980-02,IR,,,individual
C211399,Ebrahemi Babak,1967-01-24,IR,,,individual
C376873,Babak Rezaai,1972-02-24,IR,,,individual
C281439,Iakovlev Grigory Sergeyevitch,2000-04-25,KZ,,,individual
C107361,Pepe Fernández,1997-08-21,FR,,,individual
C231587,Viktorya Belousova,1958-07-13,BY,,,individual
C903953,Mohsin Mohamadi,,AF,,,individual
C923610,Masoud Rahmani,1966-04-28,IR,,,individual
C888468,Abdukarem AlShamsie,,AE,,,individual
C217577,Leila A.,1959-08-20,IR,passport,IR36414254,individual
C996712,Yussof Khoury,,JO,,,individual
C155345,Marwen al-Shamsi,1967-02-15,SY,,,individual
C858497,Liu Agro Ltd.,,JO,,,entity
C850607,Zaynab El Rashed,2000-10-11,YE,,,individual
C323857,Siavash Rahmany,,IR,,,individual
C792139,Roman Aleksandrovitch Sokoloff,1994-07-03,RU,,,individual
C985652,Frederick A. O Brien,,SA,,,individual
C224402,Semen Petrovitsch Kiseliow,1956-01-24,RU,,,individual
C394866,Saed Bakr,1988-11-26,EG,,,individual
C409594,Saed Khoury,1986-02-26,AE,,,individual
C428716,Hammid Ahmadi,1987-06-09,IR,,,individual
C592868,"Novak, Harry A.",1975-09-01,DE,,,individual
C649202,Anna Yashina,1962-01-22,KZ,,,individual
C728660,Maxim Ivanovich Kiseliov,1970,RU,,,individual
C864682,Yuriy Vladimirovich Kuznetsov,1959,KZ,,,individual
C951738,Hernandez Jennifer J.,1965-11,BR,,,individual
C106624,MV Sun Dancer,,MH,,,vessel
C431070,Samuel S.,1987-10-20,AU,passport,AU36346144,individual
C279678,Cavih Esfahani,1992-12-20,IR,,,individual
C113070,"Yasin, Jammal",1968-09-26,SA,,,individual
C373192,Zagros Construction GmbH,,GB,,,entity
C714183,Mahmoud ElSabah,1987-07-14,YE,,,individual
C417133,Parisah Kermani,1992-07-10,IR,,,individual
C426070,Ksenija Lebedewa,1962,KZ,,,individual
C842677,Vessel Sea Breeze Alpha,,IR,imo,IMO9145709,vessel
C695284,Ameena Shahen,1997-03-02,EG,,,individual
C640636,Galina Petrovna Shcherbakova,1998-02-19,UA,,,individual
C344497,Khadeja Atar,,LB,passport,LB93944531,individual
C261923,Marina Andreeffa,1977-10-09,KZ,,,individual
C748147,"Wu Engineering, Ltd",,IQ,,,entity
C625708,Khoury Zaynab,1996-03-10,SA,,,individual
C163299,Barb J. Meier,,AE,,,individual
C188217,Jennifer Olson,1957,CA,,,individual
C213186,Theo J. Weiß,1952,US,,,individual
C813719,"Orlow, Pawel",1954-07-12,RU,,,individual
C672148,"Dai Pharma, Co",,KZ,,,entity
C254770,Fiodor Shevchenko,,BY,,,individual
C815656,Massoude Mahmoudi,1981-10-02,AF,,,individual
C762911,Svetlana Nikolaevna Makaroffa,1961-12-04,RU,,,individual
C509796,Mahmoud el-Atar,1951,LB,,,individual
C363199,Cao Chemicals Co,,MX,,,entity
C572708,Zamzam Metals,,IQ,,,entity
C182355,Maryame Kermani,1989-01-27,IR,,,individual
C848559,Iuri Morozoff,1950-10,KZ,,,individual
C868473,Nazari Arash,1968-09-02,IR,passport,IR58060742,individual
C478726,Yasir Kaseem,,LB,,,individual
C322149,Omar Salmen,1968-01,EG,,,individual
C128097,Andrew Hernandez,,BR,,,individual
C511993,Sammi El-Zahrani,1978-02-02,EG,,,individual
C158493,Ted J. de la Cruz,1985-04-24,CA,,,individual
C604014,Yelena Morozova,1970-12-13,BR,,,individual
C774821,Altai Import Export Corp,,AE,,,entity
C442971,Olga Shishkina,1973-02-12,KZ,,,individual
C925465,Leonid Petrowich Stepanow,,BY,passport,BY96297554,individual
C738751,Billaal AsShamsie,1985-08-08,IQ,,,individual
C391800,Pareesa Ghasimi,,AF,,,individual
C414172,Ferreyra Elisabeth,1965-01-21,DE,,,individual
C770388,Jamal Shahen,,EG,,,individual
C197527,Daniel J. Rodriguez,1995-07-02,US,,,individual
C587484,Anthony M. Fisher,1963-06-15,CA,,,individual
C144748,"Sadeghy, Babaak",,AF,,,individual
C561553,Timour Iakovleff,,UA,,,individual
C218404,Marwen ElMasri,,AE,,,individual
C911434,Fahd Mahdy,1975-10-19,SA,,,individual
C147142,"Sallihi, Zahra",1994-12-19,AF,,,individual
C453063,Tabrezi Bijen,1967-11-09,IR,,,individual
C970893,LU IMPORT EXPORT Limited,,IQ,,,entity
C340360,Tori A. O Brien,1963-02-26,AU,,,individual
C256331,Juriy Morosow,1966-08-08,RU,,,individual
C170515,Salma al-Hashemmi,1975-05-19,SY,,,individual
C189329,Dorothy J. Petersen,,BR,,,individual
C838224,Richard M. Nguyen,1985-04-20,BR,,,individual
C363247,Ar-Rached Ibraheme,1986-12-04,SY,,,individual
C550235,Farhed Moradi,1986-09-05,IR,,,individual
C966875,Maxim Sokolov,,GB,,,individual
C195582,"ElFarsi, Hamza",1995-01,SY,,,individual
C218238,"Orloffa, Nataliya",1974-03-06,YE,,,individual
C601445,Fan Shipping Ltd,,MX,,,entity
C830894,Igor Yakovlev,1977-01-17,KZ,,,individual
C587365,Hamzah Al Tikritie,,EG,,,individual
C899609,Marwaan Al Amen,,IQ,,,individual
C986720,Caspian Moon III Express,,MH,,,vessel
C212388,"Nowikow, Nikolaiy",1959-06-21,MX,,,individual
C701900,Raniah ElTikreeti,,YE,,,individual
C293236,Boris Kravchenko,1969-06-18,RU,,,individual
C280304,Wind Runner,,CM,,,vessel
C304645,Hanen ad-Dourie,1982-11-13,YE,,,individual
C909602,Zhanna Vladimirovna Morozova,,BY,passport,BY70483771,individual
C369515,Kowalski Peter,1985-03-17,GB,,,individual
C727209,Volga Metals AO,,AF,,,entity
C430432,Mohsin Rahimmie,1962-08-11,IR,,,individual
C700946,Hammed Sheerazi,1991-06-02,AF,,,individual
C319927,Nikolaiy Semionov,1979-05-24,BY,passport,BY81721751,individual
C966442,Yuan,,BR,registration,REG-863158,entity
C766644,Andersen Anthony A.,1966-07-24,DE,,,individual
C310096,Shevchenko Denis Petrovich,,CA,,,individual
C230996,Nilloufar Moradi,1953-09-15,AF,,,individual
C673327,Patty Nguyễn,1981-01-18,AU,,,individual
C400439,"Fernández, Rob J.",1994-03-08,US,,,individual
C365023,Rammen Tabrizy,2000-10-04,AF,,,individual
C621835,The Damavand Shipping Limited Liability Company,,BR,,,entity
C567222,Kseniya Kozlova,1952-04-04,BY,,,individual
C709207,"Atar, Layla Al",1971-02,AE,,,individual
C462978,Vessel Morning Glory,,KM,imo,IMO9435626,vessel
C885933,Ed J. Larson,1996-03-24,CA,,,individual
C510268,Shahen Hisham,1965-11-04,SA,,,individual
C324330,Bilal Shahen,1985-03-25,AE,,,individual
C835798,Kamaal Azeez,1975-02-23,JO,,,individual
C387983,Maxim Kozloff,1961-05-12,BY,,,individual
C146952,Arctic Dawn III Trader,,LR,,,vessel
C163131,Ivan Tsoy,1988-12-13,UA,,,individual
C919824,Laylah Yassen,1959-09-12,SA,,,individual
C849156,Grigory Belousov,1950-01-06,BY,,,individual
C507930,Meridian Minerals FZE,,DE,,,entity
C822225,Tallaal AlHashemi,,LB,,,individual
C909996,Stanislav Smirnov,1980,KZ,,,individual
C385754,Blue Whale Spirit,,PA,,,vessel
C575248,Becky Da Silva,1971-05-05,BR,,,individual
C992396,el-Khateeb Abdul Azez,1972-08-09,LB,,,individual
C644713,Masri Mariam El,1999-05,SA,,,individual
C219156,Lyudmila Sergeyevna Nikolaeva,1972-06-03,UA,,,individual
C509138,Vessel Aurora Alpha,,LR,imo,IMO9180988,vessel
C408127,Ivan Petrovich Stepanov,,BY,passport,BY53305263,individual
C685753,"Müller, Rebecca",1965-02-25,US,,,individual
C496567,Kamran Morady,1951-12-13,IR,,,individual
